text,id,emotion
Efore 's CEO Reijo Maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to Chinese sector company ZTE Corp SHE : 000063 .,733,neutral
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",734,positive
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",735,neutral
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",736,neutral
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,737,neutral
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",738,neutral
The bank sees a potential for Getinge share to rise .,739,positive
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,740,neutral
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",741,neutral
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",742,positive
Uponor maintains its full-year guidance for 2010 .,743,neutral
Tesco leads FTSE higher on Clubcard bid reports,744,positive
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",745,negative
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,746,negative
"no compensation for its news , opinions or distributions .",747,neutral
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,748,positive
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",749,positive
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",750,neutral
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",751,negative
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,752,positive
"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",753,negative
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,754,negative
The operating margin came down to 2.4 % from 5.7 % .,755,neutral
The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .,756,positive
Merging the two free sheets will clarify the market situation .,757,neutral
The number of magazine and newspaper readers remained unchanged .,758,neutral
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,759,neutral
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",760,neutral
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",761,neutral
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",762,neutral
Nordea sees a return to positive growth for the Baltic countries in 2011 .,763,positive
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,764,neutral
"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",765,neutral
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",766,positive
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",767,neutral
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",768,neutral
"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 .",769,neutral
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",770,positive
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,771,negative
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,772,positive
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,773,neutral
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",774,neutral
"When this investment is in place , Atria plans to expand into the Moscow market .",775,neutral
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,776,positive
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",777,neutral
Why not subscribe to the magazine ?,778,neutral
It was decided that the auditors are reimbursed according to invoice .,779,neutral
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,780,neutral
"Under Finnish law , Parliament grants licences to build nuclear power plants .",781,neutral
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,782,positive
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,783,neutral
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",784,neutral
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",785,neutral
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,786,positive
"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",787,neutral
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",788,neutral
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,789,neutral
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",790,negative
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",791,neutral
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",792,neutral
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,793,positive
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,794,neutral
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",795,neutral
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,796,positive
